case_id,bank_version,bank_hash,bank_commit,runtime_version,runtime_hash,case_spec_hash,checklist_hash,purpose,bank_tier,asset,asset_name,asset_class,subtype,exposure_type,origin,question_id,construct_id,parent_question_id,relation_to_parent,construct_role,specificity_rank,factor,dimension,layer,question,manifest_suppressed,applicable,applicability_reason,applicability_source,evidence_sufficient,verdict,gate,gate_stage,scored,gate_override_reason,scored_override_reason,adjudication,adjudication_reason,explanation,source_ref,source_digest,data_as_of,evidence_available_at,observed_at,confidence,reviewer
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-SEC02,upgrade_power_floor,,,gate,1,security_custody,control,integrity,Are contract and protocol upgrade powers acceptable?,NO,,,,,,YES,diligence,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-SEC05,freeze_power_floor,,,gate,1,security_custody,control,integrity,Are pause and freeze powers acceptable?,NO,,,,,,YES,integrity,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-SEC06,mint_power_floor,,,gate,1,security_custody,control,integrity,Are token minting powers acceptably constrained?,NO,,,,,,YES,integrity,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-SEC04,custody_route_safety,,,gate,1,security_custody,implementation,implementation,Is the intended custody and transaction route operationally safe for this position?,NO,,,,,,YES,implementation,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-SEC07,transfer_restriction_floor,,,gate,1,security_custody,control,integrity,"Is the token free of undisclosed blacklist, transfer-tax, or transfer-restriction behavior?",NO,,,,,,YES,integrity,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-SEC08,security_budget,,,primary,1,security_custody,security,integrity,Is the network security budget above the predeclared attack-cost threshold relative to value secured?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-GOV01,transaction_finality_control,,,primary,1,governance_control,control,integrity,Is transaction finality sufficiently resistant to unilateral control?,YES,NO,Cash-flow/protocol-steward constructs do not define a direct monetary asset.,manifest,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-REG01,lawful_crypto_access,,,gate,1,regulatory_legal,legal_claim,integrity,Is continued lawful access to the token reasonably durable in the relevant jurisdiction?,NO,,,,,,YES,eligibility,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-LIQ01,crypto_market_depth,,,primary,1,liquidity_market_structure,market_structure,entry,Is executable spot depth at the predeclared reference size above the predeclared market-liquidity threshold across independent venues?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-LIQ03,crypto_wash_trading,,,primary,1,liquidity_market_structure,market_structure,entry,Is reported market activity sufficiently free of wash trading to support reliable price discovery?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-FM01,crypto_primary_failure_survival,,,primary,1,failure_modes,security,integrity,Can the thesis survive its primary category-specific failure without permanent impairment?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-MON01,monetary_issuance_credibility,,,primary,2,supply_dilution,control,integrity,Is the issuance schedule credibly resistant to issuer or governance change?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-MON02,monetary_adoption,,,primary,2,adoption_pmf,durability,merit,Is monetary demand established beyond short-term speculative trading?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,BTC,Bitcoin,crypto,monetary,direct,bank,CRY-MON03,monetary_censorship_resistance,,,primary,2,governance_control,control,integrity,Is monetary ownership and transfer sufficiently resistant to censorship or confiscation?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-U01,durable_problem,,,primary,0,use_case,durability,merit,Does the underlying asset or business solve a durable problem for an identifiable beneficiary?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-A01,material_adoption,,,strict_parent,0,adoption_pmf,durability,merit,Is material current adoption supported by category-appropriate evidence?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-ECO01,economic_transparency,,,strict_parent,0,economics_quality,control,integrity,Is the payer and payment reason for the primary economic activity identifiable from primary evidence?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-VC01,instrument_benefit,,,primary,0,instrument_value_capture,value_capture,merit,Does success of the underlying system create an identifiable economic benefit for this instrument?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-VC02,active_value_capture,,,strict_parent,0,instrument_value_capture,value_capture,merit,Is the value-capture mechanism active today?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-VC03,unencumbered_holder_benefit,,,strict_parent,0,instrument_value_capture,value_capture,merit,Does an ordinary holder receive the modeled benefit without an unstated additional exposure?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-SUP01,claims_transparency,,,primary,0,supply_dilution,control,integrity,Are all material current and contingent claims on value disclosed in primary sources?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-VAL01,base_case_price_support,,,primary,0,valuation,valuation,entry,Is the current price supportable under explicit base-case assumptions?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-VAL02,opportunity_cost,,,primary,0,valuation,portfolio_fit,fit,Is base-case expected return attractive relative to the next-best use of capital?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-MEM01,meme_legibility,,,primary,0,memetic_strength,meme_cultural_capital,merit,Can the asset’s identity and reason to care be transmitted in one memorable sentence or symbol?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-MEM02,meme_self_sustaining,,,primary,0,memetic_strength,meme_cultural_capital,merit,Does the narrative continue to propagate when paid and insider promotion stops?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-MEM03,meme_adversity_resilience,,,strict_parent,0,memetic_strength,meme_cultural_capital,merit,Has the narrative retained identity through adverse conditions?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-MEM04,meme_economic_conversion,,,primary,0,memetic_strength,meme_cultural_capital,merit,Does cultural attention convert into durable economic advantage?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-MOAT01,defensible_advantage,,,primary,0,competitive_moat,durability,merit,Is there a defensible advantage that credible competitors cannot quickly copy?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-GOV01,holder_control_rights,,,primary,0,governance_control,control,integrity,Are holder rights sufficiently protected from unilateral adverse control?,YES,NO,Suppressed by the selected canonical assembly.,manifest,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-TEAM01,execution_record,,,primary,0,team_execution,durability,merit,Does the responsible team or steward have a demonstrated execution record?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-REG01,regulatory_business_survival,,,primary,0,regulatory_legal,durability,merit,Can the core thesis survive plausible legal and regulatory outcomes?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-LIQ01,position_exit_time,,,gate,0,liquidity_market_structure,implementation,implementation,Can the proposed position be exited within the required time under stress?,NO,,,,,,YES,implementation,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-LIQ02,position_exit_loss,,,gate,0,liquidity_market_structure,implementation,implementation,Can the proposed position be exited within its maximum-loss/slippage boundary under stress?,NO,,,,,,YES,implementation,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-HOR01,horizon_alignment,,,primary,0,catalysts,market_structure,entry,"Are unlocks, catalysts, and evidence currency aligned with the stated investment horizon?",NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-FM02,observable_falsifiers,,,gate,0,failure_modes,security,integrity,Are thesis falsifiers observable before unacceptable permanent loss?,NO,,,,,,YES,diligence,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-FM03,bear_recovery_floor,,,primary,0,failure_modes,security,integrity,"Under the predeclared bear scenario, does the instrument retain at least the predeclared recovery floor?",NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-PORT01,portfolio_role,,,primary,0,portfolio_fit,portfolio_fit,fit,Does the asset have a defined role that differs from existing exposures?,NO,,,,,,NO,,YES,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-PORT02,protected_capital,,,gate,0,portfolio_fit,portfolio_fit,fit,Is the proposed maximum loss compatible with protected capital and obligations?,NO,,,,,,YES,policy,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,COM-SEC01,unresolved_permanent_impairment,,,gate,0,security_custody,security,integrity,Has current diligence resolved every known route to material permanent impairment?,NO,,,,,,YES,integrity,NO,,,,,,,,,,,,
EXAMPLE-CRYPTO-SCREEN-001,2.0.0,b59b3b97676c2deb9e4fba398c8558b2de32c4cfdc685e0110c8397fe3449fb6,no-vcs,2.0.0,92a21c418b55602aa9778e2e56f0dafb4f496e2127171d5b78ac5b341d9381e5,ae5e972ee00023631fd1c19829803e82a4df49465f49269e6fc68daa6dff2255,2e9c75282ad1b7487b8570b6854cafa678220ea2f49efdfc9a4777a98f16cb9c,screen,core,ETH,Ethereum,crypto,base_layer,direct,bank,CRY-ID01,crypto_instrument_identity,,,gate,1,evidence_quality,legal_claim,integrity,Is the canonical chain and contract or native-asset identity verified?,NO,,,,,,YES,identity,NO,,,,,,,,,,,,
